instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp,total timeelapsed in nanoseconds,total timeelapsed in seconds 
0,1,18.21903807246141,93.99962596082872,41.38336337439806,1151013743,109182322833,109
0,1,17.920959559620936,93.99962596082872,41.043434255231446,1151344112,109182322833,109
0,1,17.629611074516454,93.99962596082872,40.70843704736686,1151346351,109182322833,109
0,1,17.344781460014485,93.99962596082872,40.37824871900314,1151416116,109182322833,109
0,1,17.06626825954548,93.99962596082872,40.05275062894481,1151581050,109182322833,109
0,1,16.793877273251525,93.99962596082872,39.73182832588636,1152027808,109182322833,109
0,1,16.527422141034496,93.99962596082872,39.41537135882347,1152311725,109182322833,109
0,1,16.266723950621635,93.99962596082872,39.10327309786852,1152311757,109182322833,109
0,1,16.01161086891465,93.99962596082872,38.79543056480128,1152311823,109182322833,109
1,0,16.01161086891465,90.38841732467324,38.042925298401165,1152312004,109182322833,109
0,1,15.761917795024427,90.38841732467324,37.74512953340949,1152312166,109182322833,109
0,1,15.51748603351763,90.38841732467324,37.45131510945083,1152399315,109182322833,109
0,1,15.27816298651471,90.38841732467324,37.161390877891904,1152541200,109182322833,109
0,0,16.577763265280336,90.38841732467324,38.70966009062592,1152627193,109182322833,109
0,1,16.324817408734596,90.38841732467324,38.41320617560832,1152629836,109182322833,109
0,1,16.077033916489945,90.38841732467324,38.12056729623287,1152640274,109182322833,109
0,0,17.3442822937902,90.38841732467324,39.59447216680694,1152724715,109182322833,109
0,0,18.586061798631416,90.38841732467324,40.98737257103538,1152740389,109182322833,109
0,1,18.30822949520726,90.38841732467324,40.67987079734504,1152746992,109182322833,109
0,1,18.035897957917225,90.38841732467324,40.37618445873067,1152756754,109182322833,109
0,1,17.768918776293706,90.38841732467324,40.07623292875539,1152758166,109182322833,109
1,1,17.768918776293706,90.74746490263185,40.155750933202945,1152794800,109182322833,109
0,1,17.507148786529783,90.74746490263185,39.85886814813944,1152794884,109182322833,109
0,1,17.250449841428303,90.74746490263185,39.565573312409185,1152799217,109182322833,109
0,1,16.998688592353904,90.74746490263185,39.27579275362121,1152803576,109182322833,109
0,1,16.751736282463582,90.74746490263185,38.9894549891507,1152820316,109182322833,109
0,1,16.509468550541055,90.74746490263185,38.70649064241459,1152847626,109182322833,109
0,1,16.27176524480582,90.74746490263185,38.42683236303613,1152852586,109182322833,109
0,1,16.03851024611025,90.74746490263185,38.15041475068641,1152854071,109182322833,109
1,1,16.03851024611025,91.08389666759649,38.22106761929726,1153235798,109182322833,109
1,1,16.03851024611025,91.39976871052326,38.28728414181181,1153237094,109182322833,109
1,1,16.03851024611025,91.69689523255803,38.34946666805003,1153292745,109182322833,109
0,1,17.236899339318164,91.69689523255803,39.756385057643335,1153314042,109182322833,109
0,1,16.991922495064944,91.69689523255803,39.47285822979781,1153328039,109182322833,109
0,1,16.751440342401562,91.69689523255803,39.19253844894003,1153331387,109182322833,109
0,1,16.51534212259736,91.69689523255803,38.91536452798127,1153332203,109182322833,109
1,1,16.51534212259736,91.97688310071605,38.974731452294435,1153399834,109182322833,109
0,1,16.283520643757996,91.97688310071605,38.70022577090508,1153462636,109182322833,109
0,1,16.055872138219613,91.97688310071605,38.42875322902201,1153462950,109182322833,109
0,1,15.832296126733885,91.97688310071605,38.1602574685303,1153499262,109182322833,109
1,1,15.832296126733885,92.24116064428163,38.21504115389513,1153510231,109182322833,109
0,1,15.612695289069705,92.24116064428163,37.94908607923645,1153512935,109182322833,109
1,0,15.612695289069705,89.27091787740977,37.33309040242401,1153527599,109182322833,109
0,0,16.778671097852072,89.27091787740977,38.702033146443625,1153604931,109182322833,109
0,0,17.924164369139653,89.27091787740977,40.00133254553729,1153605862,109182322833,109
1,1,17.924164369139653,89.60889984073165,40.07698403925932,1153837172,109182322833,109
0,0,19.049653776536612,89.60889984073165,41.31608061351276,1153960475,109182322833,109
1,1,19.049653776536612,89.92934483061296,41.389888661048,1154095073,109182322833,109
1,1,19.049653776536612,90.23356827468751,41.45983881606723,1154433461,109182322833,109
0,1,18.789395994833715,90.23356827468751,41.17565113437756,1154479168,109182322833,109
1,1,18.789395994833715,90.52275726995943,41.24158014540035,1154517706,109182322833,109
0,1,18.533630506406578,90.52275726995943,40.9599235309657,1154547279,109182322833,109
1,1,18.533630506406578,90.79798586024846,41.02214427184145,1154594061,109182322833,109
0,1,18.282254581822656,90.79798586024846,40.74299808572997,1154611110,109182322833,109
0,1,18.03516855191622,90.79798586024846,40.46673917137489,1154647817,109182322833,109
1,1,18.03516855191622,91.06022818189837,40.52513496136057,1154700282,109182322833,109
1,1,18.03516855191622,91.31036981688845,40.580757880865,1154725985,109182322833,109
0,1,17.792275694526225,91.31036981688845,40.30656613445538,1154727502,109182322833,109
0,1,17.553482126231014,91.31036981688845,40.035171343710964,1154728371,109182322833,109
1,0,17.553482126231014,88.80056423412056,39.48112355395759,1154729978,109182322833,109
1,0,17.553482126231014,86.40169246057216,38.94419808241996,1154786274,109182322833,109
1,1,17.553482126231014,86.76289365063646,39.02551604933021,1154907329,109182322833,109
1,1,17.553482126231014,87.10877202392831,39.10322586130149,1154976941,109182322833,109
1,1,17.553482126231014,87.44026596725935,39.177559211481935,1155059727,109182322833,109
1,1,17.553482126231014,87.75823880146777,39.24872833903129,1155126371,109182322833,109
1,1,17.553482126231014,88.06348614080983,39.3169280329262,1155134690,109182322833,109
1,1,17.553482126231014,88.35674240319071,39.38233739262318,1155143557,109182322833,109
1,1,17.553482126231014,88.63868658338757,39.44512137938083,1155152462,109182322833,109
1,0,17.553482126231014,86.52236426418408,38.97138404817827,1155158544,109182322833,109
0,0,18.656240017682375,86.52236426418408,40.17688383399044,1155243277,109182322833,109
0,1,18.4075441819536,86.52236426418408,39.90819769070074,1155313372,109182322833,109
0,1,18.162978082474787,86.52236426418408,39.64219728741427,1155313518,109182322833,109
0,1,17.922451749103242,86.52236426418408,39.37883820966756,1155733055,109182322833,109
0,1,17.685877758194803,86.52236426418408,39.118077122046294,1155733077,109182322833,109
0,1,17.453171143021876,86.52236426418408,38.85987173424129,1155767349,109182322833,109
1,1,17.453171143021876,86.83975002877425,38.931080376345015,1155814903,109182322833,109
0,1,17.22424930795014,86.83975002877425,38.67492087045141,1155816004,109182322833,109
1,1,17.22424930795014,87.1455187727152,38.742949570365646,1155820964,109182322833,109
0,1,16.999031946191305,87.1455187727152,38.48882250192645,1155820988,109182322833,109
0,1,16.7774409609592,87.1455187727152,38.23713896490415,1155821208,109182322833,109
0,1,16.559400389866,87.1455187727152,37.98786039697386,1155821912,109182322833,109
1,1,16.559400389866,87.44028222657562,38.05205176587393,1155822749,109182322833,109
1,1,16.559400389866,87.72460993765795,38.11386807977505,1155900792,109182322833,109
1,1,16.559400389866,87.99903284483051,38.17343603605153,1155905848,109182322833,109
0,1,16.344836332404363,87.99903284483051,37.92531857820882,1155908479,109182322833,109
1,1,16.344836332404363,88.26404649587593,37.98238267948472,1155908644,109182322833,109
1,1,16.344836332404363,88.52011394837886,38.03743911742794,1155911554,109182322833,109
1,1,16.344836332404363,88.76766838988225,38.09058953917319,1156265549,109182322833,109
1,0,16.344836332404363,86.87534868631798,37.68240113897239,1156267689,109182322833,109
1,1,16.344836332404363,87.1520045492821,37.742353535504066,1156740571,109182322833,109
0,1,16.133676880369467,87.1520045492821,37.497763678312964,1156757211,109182322833,109
0,1,15.925852051082803,87.1520045492821,37.2554684631285,1156928708,109182322833,109
0,1,15.721293723287003,87.1520045492821,37.01543275571027,1156930073,109182322833,109
0,1,15.519935575587887,87.1520045492821,36.7776222163451,1156943691,109182322833,109
1,1,15.519935575587887,87.419861144584,36.83409579439656,1157119195,109182322833,109
1,1,15.519935575587887,87.67931880380044,36.88871614933779,1157120278,109182322833,109
0,1,15.321713027326364,87.67931880380044,36.652385476845716,1157120448,109182322833,109
1,1,15.321713027326364,87.93075396312287,36.704901287149774,1157150258,109182322833,109
0,1,15.126563181769045,87.93075396312287,36.47040040147307,1157151962,109182322833,109
0,1,14.934424771512154,87.93075396312287,36.23803568303065,1157171871,109182322833,109
1,1,14.934424771512154,88.17452092034634,36.288231555823124,1157189315,109182322833,109
0,1,14.74523810599877,88.17452092034634,36.05765252831743,1157457359,109182322833,109
0,1,14.558945021054612,88.17452092034634,35.82915017603895,1157477050,109182322833,109
0,1,14.375488830352248,88.17452092034634,35.60269428866444,1157539399,109182322833,109
0,1,14.194814278718418,88.17452092034634,35.3782553071698,1157618000,109182322833,109
0,1,14.016867497203233,88.17452092034634,35.15580430554632,1157618175,109182322833,109
1,1,14.016867497203233,88.41095343907658,35.202906409229065,1157641386,109182322833,109
1,1,14.016867497203233,88.64036621543337,35.248549872942284,1157724875,109182322833,109
1,0,14.016867497203233,86.9026936809874,34.90134012436258,1157730128,109182322833,109
0,1,13.841595959834189,86.9026936809874,34.68244474879854,1157836242,109182322833,109
1,1,13.841595959834189,87.1570060470925,34.73315509383908,1157836451,109182322833,109
0,1,13.66894844198173,87.1570060470925,34.51586044147237,1157836489,109182322833,109
1,1,13.66894844198173,87.4040539049233,34.56474369131917,1157836688,109182322833,109
1,1,13.66894844198173,87.64413218616339,34.612181729773965,1157841679,109182322833,109
0,1,13.498874980266736,87.64413218616339,34.396179775303416,1157844125,109182322833,109
0,1,13.331326833943704,87.64413218616339,34.18205042491028,1157860422,109182322833,109
1,1,13.331326833943704,87.8775200978482,34.22753192651891,1157986067,109182322833,109
0,1,13.16625644769659,87.8775200978482,34.014966788104914,1157986144,109182322833,109
0,0,14.238889055491889,87.8775200978482,35.37341175438156,1157999916,109182322833,109
0,1,14.06341294270825,87.8775200978482,35.15476999664744,1158107469,109182322833,109
1,1,14.06341294270825,88.10448215685301,35.20013799227632,1158108501,109182322833,109
1,1,14.06341294270825,88.32526914377121,35.24421559979314,1158108915,109182322833,109
0,1,13.890501147758737,88.32526914377121,35.026878999100866,1158147838,109182322833,109
1,1,13.890501147758737,88.54011898341697,35.06945429233036,1158154705,109182322833,109
0,1,13.720106411313207,88.54011898341697,34.85369211608454,1158155033,109182322833,109
0,1,13.55218258940206,88.54011898341697,34.6397439215513,1158155310,109182322833,109
0,1,13.386684620685955,88.54011898341697,34.427585583497034,1158155368,109182322833,109
0,1,13.22356849487376,88.54011898341697,34.21719345477485,1158158681,109182322833,109
1,1,13.22356849487376,88.74925755845413,34.25758144109725,1158369261,109182322833,109
1,1,13.22356849487376,88.95289946200256,34.29686223043458,1158599217,109182322833,109
0,1,13.06279122224206,88.95289946200256,34.08772732649138,1158609599,109182322833,109
1,1,13.06279122224206,89.15124869449573,34.125710965463824,1158610204,109182322833,109
1,1,13.06279122224206,89.34449930954843,34.16267760782783,1158658901,109182322833,109
1,1,13.06279122224206,89.53283601313488,34.19866582740935,1158659252,109182322833,109
1,1,13.06279122224206,87.96239029051264,33.897409042201716,1158662634,109182322833,109
1,1,13.06279122224206,88.17195510127985,33.937764233150645,1158663220,109182322833,109
0,1,12.90431080421159,88.17195510127985,33.731266101969915,1158676348,109182322833,109
1,1,12.90431080421159,88.37635711279613,33.770341720621026,1158676594,109182322833,109
1,1,12.90431080421159,88.57577483916575,33.808420966505665,1158676669,109182322833,109
0,1,12.748086204938108,88.57577483916575,33.60314886017191,1158713006,109182322833,109
0,1,12.594077323877098,88.57577483916575,33.399553250706525,1158714932,109182322833,109
1,1,12.594077323877098,88.77037868485135,33.43622307059918,1158715109,109182322833,109
1,1,12.594077323877098,88.9603314002401,33.4719777188674,1158753261,109182322833,109
1,1,12.594077323877098,89.14578850683847,33.50684935282811,1158805279,109182322833,109
0,1,12.442244969283577,89.14578850683847,33.30426006657449,1158805945,109182322833,109
0,1,12.292550832610024,89.14578850683847,33.10331005705342,1158885269,109182322833,109
1,1,12.292550832610024,89.32689869443197,33.1369196353661,1158885709,109182322833,109
1,1,12.292550832610024,89.503804192343,33.16971604862409,1158919480,109182322833,109
1,1,12.292550832610024,89.67664111673623,33.201726904262166,1159098893,109182322833,109
0,1,12.144957463767104,89.67664111673623,33.00180285766627,1159180851,109182322833,109
0,1,11.999428247213402,89.67664111673623,32.803481835490935,1159180898,109182322833,109
1,1,11.999428247213402,89.84553979575558,32.83435865235265,1159180947,109182322833,109
1,1,11.999428247213402,90.01062507412574,32.86451029703317,1159188794,109182322833,109
1,1,11.999428247213402,90.17201659871616,32.893960586752556,1159220014,109182322833,109
0,1,11.855927378842,90.17201659871616,32.69667995986923,1159276723,109182322833,109
0,1,11.714419843633008,90.17201659871616,32.50096707152582,1159316496,109182322833,109
0,1,11.574871394042612,90.17201659871616,32.306802619132945,1159361160,109182322833,109
1,1,11.574871394042612,90.32982908644097,32.33506076569834,1159362335,109182322833,109
0,1,11.43724852910044,90.32982908644097,32.142257307986185,1159380609,109182322833,109
1,1,11.43724852910044,90.48417257575662,32.16970577575963,1159457285,109182322833,109
0,1,11.301518474188347,90.48417257575662,31.978251171484658,1159469482,109182322833,109
0,1,11.167649161474758,90.48417257575662,31.78829177531227,1159471464,109182322833,109
1,1,11.167649161474758,90.63515266291728,31.814801376657453,1159480856,109182322833,109
1,1,11.167649161474758,90.78287072405452,31.84071685935728,1159482580,109182322833,109
0,1,11.035609210979937,90.78287072405452,31.651923865091945,1159518217,109182322833,109
0,1,10.905367912248565,90.78287072405452,31.464592884318616,1159522715,109182322833,109
0,1,10.776895206606984,90.78287072405452,31.278706564499828,1159522976,109182322833,109
0,1,10.650161669983452,90.78287072405452,31.094247861564178,1159523861,109182322833,109
0,1,10.525138496270687,90.78287072405452,30.91120003266957,1159528182,109182322833,109
0,1,10.401797481210798,90.78287072405452,30.72954662917362,1159541912,109182322833,109
0,1,10.280111006783548,90.78287072405452,30.549271489804152,1159546886,109182322833,109
1,1,10.280111006783548,90.927424124064,30.573583590352413,1159547552,109182322833,109
1,1,10.280111006783548,91.06890641320474,30.59736046122487,1159548317,109182322833,109
0,1,10.160052026079711,91.06890641320474,30.418166070891658,1159553365,109182322833,109
1,1,10.160052026079711,91.20740751224558,30.441287842144074,1159569484,109182322833,109
0,1,10.041594048642006,91.20740751224558,30.263307163412122,1159569741,109182322833,109
0,1,9.924711126256812,91.20740751224558,30.086661033318784,1159573502,109182322833,109
1,1,9.924711126256812,91.3430138869302,30.10901901805249,1159749522,109182322833,109
0,1,9.809377839180568,91.3430138869302,29.93356203639012,1159750980,109182322833,109
0,1,9.695569282785407,91.3430138869302,29.75941060638065,1159804349,109182322833,109
0,1,9.5832610546092,91.3430138869302,29.586550113070725,1159834640,109182322833,109
0,1,9.472429241795773,91.3430138869302,29.414966186897356,1159837712,109182322833,109
1,1,9.472429241795773,91.47580871247233,29.436340216897538,1159995736,109182322833,109
1,1,9.472429241795773,91.60587202874004,29.457259562376787,1160169422,109182322833,109
0,1,9.36305040891166,91.60587202874004,29.28669318235508,1160169470,109182322833,109
1,1,9.36305040891166,91.7332808867377,29.30705261737143,1160321236,109182322833,109
0,0,10.408025238899503,91.7332808867377,30.899228189652625,1160322922,109182322833,109
0,1,10.288211877102988,91.7332808867377,30.720863105462374,1160405587,109182322833,109
0,1,10.169956521339609,91.7332808867377,30.543796066925868,1160418501,109182322833,109
1,1,10.169956521339609,91.85810948695011,30.564570659748128,1160420166,109182322833,109
0,1,10.053234835323362,91.85810948695011,30.388668055726864,1160448604,109182322833,109
0,1,9.938022957014567,91.85810948695011,30.214036487521287,1160491620,109182322833,109
0,1,9.824297487169266,91.85810948695011,30.040662346372514,1160496216,109182322833,109
1,1,9.824297487169266,91.98042931007116,30.060657021091245,1160517043,109182322833,109
0,1,9.71203547822022,91.98042931007116,29.88841234929246,1160517060,109182322833,109
1,1,9.71203547822022,92.10030924060165,29.90788308957651,1160586991,109182322833,109
0,1,9.6012144234783,92.10030924060165,29.736758691687907,1160587004,109182322833,109
0,1,9.491812246643569,92.10030924060165,29.566853792204583,1160587955,109182322833,109
0,1,9.38380729161571,92.10030924060165,29.398155612419284,1160595415,109182322833,109
0,1,9.277178312593895,92.10030924060165,29.23065157450481,1160609506,109182322833,109
0,1,9.171904464456478,92.10030924060165,29.064329297296652,1160667182,109182322833,109
0,1,9.067965293411397,92.10030924060165,28.899176592183952,1160670758,109182322833,109
0,1,8.965340727908327,92.10030924060165,28.735181459105448,1160671543,109182322833,109
0,1,8.864011069804155,92.10030924060165,28.572332082647346,1160684461,109182322833,109
0,1,8.763956985773495,92.10030924060165,28.41061682823993,1160685041,109182322833,109
0,1,8.665159498956372,92.10030924060165,28.25002423845011,1160685735,109182322833,109
0,1,8.567599980835443,92.10030924060165,28.090543029366966,1160695281,109182322833,109
0,1,8.471260143335419,92.10030924060165,27.932162087077604,1160699212,109182322833,109
0,1,8.376122031137617,92.10030924060165,27.774870464230627,1160739570,109182322833,109
0,1,8.28216801420283,92.10030924060165,27.618657376684702,1160752437,109182322833,109
0,1,8.189380780495922,92.10030924060165,27.463512200239688,1160763707,109182322833,109
0,1,8.09774332890585,92.10030924060165,27.309424467448004,1160766464,109182322833,109
0,1,8.007238962354963,92.10030924060165,27.156383864503873,1160767434,109182322833,109
1,1,8.007238962354963,92.21781568376626,27.173702117420838,1160779939,109182322833,109
0,1,7.917851281091734,92.21781568376626,27.021601544897187,1161003969,109182322833,109
0,1,7.829564176161183,92.21781568376626,26.870528578378416,1161005250,109182322833,109
0,1,7.742361823047568,92.21781568376626,26.72047334077054,1161006311,109182322833,109
0,1,7.656228675484019,92.21781568376626,26.571426097004114,1161007052,109182322833,109
0,1,7.571149459424011,92.21781568376626,26.423377251279028,1161012863,109182322833,109
0,1,7.48710916716976,92.21781568376626,26.276317344374906,1161015448,109182322833,109
0,1,7.404093051652795,92.21781568376626,26.130237051025237,1161016246,109182322833,109
0,1,7.322086620862069,92.21781568376626,25.98512717735338,1161016652,109182322833,109
0,1,7.2410756324152326,92.21781568376626,25.840978658368943,1161022279,109182322833,109
0,1,7.161046088268747,92.21781568376626,25.697782555522622,1161026614,109182322833,109
0,1,7.081984229562699,92.21781568376626,25.555530054318037,1161027342,109182322833,109
0,0,8.10678350560923,92.21781568376626,27.342089662431956,1161027534,109182322833,109
0,0,9.119238312365727,92.21781568376626,28.999245470633927,1161027588,109182322833,109
0,1,9.018867142020817,92.21781568376626,28.839213369633566,1161028590,109182322833,109
0,1,8.919700524155507,92.21781568376626,28.68022487518126,1161037481,109182322833,109
0,1,8.821721823293437,92.21781568376626,28.52227054625793,1161037933,109182322833,109
0,1,8.724914681571363,92.21781568376626,28.365341069018264,1161038799,109182322833,109
0,1,8.629263013055851,92.21781568376626,28.20942725446098,1161044869,109182322833,109
0,1,8.534750998199822,92.21781568376626,28.054520036151597,1161045004,109182322833,109
