instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp,total timeelapsed in nanoseconds,total timeelapsed in seconds 
0,1,47.83836019388835,33.78814051252917,40.20409476807159,1149743197,123383712009,123
0,1,46.95045539263579,33.78814051252917,39.82924282400572,1149778207,123383712009,123
0,1,46.08642709625572,33.78814051252917,39.46105262722625,1149778812,123383712009,123
1,1,46.08642709625572,36.99630145779293,41.291976823175624,1149780956,123383712009,123
0,1,45.24536690745295,36.99630145779293,40.91346029947329,1149894412,123383712009,123
0,1,44.426411830341166,36.99630145779293,40.54149633108477,1149894580,123383712009,123
0,1,43.62874146799907,36.99630145779293,40.17588918212272,1150062833,123383712009,123
0,1,42.85157542508431,36.99630145779293,39.81645140350619,1150491306,123383712009,123
0,1,42.09417089821127,36.99630145779293,39.463003385019725,1150503140,123383712009,123
0,1,41.35582043844556,36.99630145779293,39.11537293667397,1150801950,123383712009,123
0,1,40.63584987174119,36.99630145779293,38.77339489712699,1150836217,123383712009,123
0,1,39.93361636446423,36.99630145779293,38.436910767120345,1150836336,123383712009,123
0,1,39.248506622329536,36.99630145779293,38.10576836606088,1150836383,123383712009,123
0,1,38.57993521213822,36.99630145779293,37.779821510038744,1150839102,123383712009,123
1,1,38.57993521213822,39.93597820282974,39.252101239278076,1150881692,123383712009,123
1,1,38.57993521213822,42.63938936939079,40.55890628895498,1150937333,123383712009,123
1,1,38.57993521213822,45.133796889073025,41.72839512679876,1150940758,123383712009,123
0,1,37.92734299665701,45.133796889073025,41.373965187703774,1150971101,123383712009,123
0,1,37.290195673839996,45.133796889073025,41.024969439316884,1150992212,123383712009,123
1,1,37.290195673839996,47.44242390886742,42.06111352309792,1150992617,123383712009,123
1,1,37.290195673839996,49.58517600265989,43.00047576086784,1150996154,123383712009,123
1,1,37.290195673839996,51.57921316655831,43.85657250268953,1151003102,123383712009,123
0,1,36.667982412366065,51.57921316655831,43.48914440679467,1151006379,123383712009,123
0,1,36.060214576163844,51.57921316655831,43.12722451602686,1151008107,123383712009,123
0,1,35.46642453122607,51.57921316655831,42.77067068858942,1151013743,123383712009,123
0,1,34.88616452858541,51.57921316655831,42.41934602022445,1151344112,123383712009,123
0,1,34.31900565783999,51.57921316655831,42.07311859715238,1151346351,123383712009,123
0,1,33.76453686608409,51.57921316655831,41.73186126313884,1151416116,123383712009,123
0,1,33.22236403752434,51.57921316655831,41.39545139974281,1151581050,123383712009,123
0,1,32.692109129446436,51.57921316655831,41.063770718872185,1152027808,123383712009,123
0,1,32.17340936054824,51.57921316655831,40.73670506683941,1152311725,123383712009,123
0,1,31.665916447973437,51.57921316655831,40.41414423917011,1152311757,123383712009,123
0,1,31.169295889670433,51.57921316655831,40.09598180547324,1152311823,123383712009,123
1,1,31.169295889670433,53.439407415152814,40.812604693789716,1152312004,123383712009,123
0,1,30.683226288966146,53.439407415152814,40.493128188217185,1152312166,123383712009,123
0,1,30.20739871848541,53.439407415152814,40.17792288146697,1152399315,123383712009,123
0,1,29.741516120767926,53.439407415152814,39.86689098891526,1152541200,123383712009,123
0,1,29.285292743136132,53.439407415152814,39.55993794449721,1152627193,123383712009,123
0,1,28.838453604552257,53.439407415152814,39.25697226476655,1152629836,123383712009,123
0,1,28.400733992371606,53.439407415152814,38.95790541992377,1152640274,123383712009,123
0,1,27.97187898705452,53.439407415152814,38.66265171139401,1152724715,123383712009,123
0,1,27.5516430130414,53.439407415152814,38.37112815556467,1152740389,123383712009,123
0,1,27.139789414125843,53.439407415152814,38.08325437331902,1152746992,123383712009,123
0,1,26.736090051781076,53.439407415152814,37.798952485027186,1152756754,123383712009,123
0,1,26.340324925004904,53.439407415152814,37.51814701067793,1152758166,123383712009,123
1,1,26.340324925004904,55.178711810756774,38.1238140541911,1152794800,123383712009,123
0,1,25.952281810350343,55.178711810756774,37.84195395120165,1152794884,123383712009,123
0,1,25.571755920902312,55.178711810756774,37.5635002423161,1152799217,123383712009,123
0,1,25.198549583047242,55.178711810756774,37.28838298306899,1152803576,123383712009,123
0,1,24.832471929961798,55.178711810756774,37.0165343079558,1152820316,123383712009,123
0,1,24.473338610820445,55.178711810756774,36.74788835094512,1152847626,123383712009,123
0,1,24.120971514789417,55.178711810756774,36.48238116968297,1152852586,123383712009,123
0,1,23.775198508937205,55.178711810756774,36.219950673188116,1152854071,123383712009,123
1,1,23.775198508937205,56.8084602996639,36.750951288525684,1153235798,123383712009,123
1,1,23.775198508937205,58.33861303272114,37.242611422791185,1153237094,123383712009,123
1,1,23.775198508937205,59.77795839403465,37.69924173345086,1153292745,123383712009,123
0,1,23.435853189249816,59.77795839403465,37.42923265144077,1153314042,123383712009,123
0,1,23.102774643992657,59.77795839403465,37.16230215494395,1153328039,123383712009,123
0,1,22.775807228710605,59.77795839403465,36.898390979938625,1153331387,123383712009,123
0,1,22.45480035220393,59.77795839403465,36.6374415209414,1153332203,123383712009,123
1,1,22.45480035220393,61.13428039618219,37.050749803100146,1153399834,123383712009,123
0,1,22.139608272860443,61.13428039618219,36.78979505263226,1153462636,123383712009,123
0,1,21.830089904763923,61.13428039618219,36.53172371120344,1153462950,123383712009,123
0,1,21.52610863303569,61.13428039618219,36.2764822028085,1153499262,123383712009,123
1,1,21.52610863303569,62.41449817622258,36.65434855535936,1153510231,123383712009,123
0,1,21.227532137900365,62.41449817622258,36.39925501856719,1153512935,123383712009,123
1,1,21.227532137900365,63.62478287072945,36.750471060318965,1153527599,123383712009,123
0,1,20.934232226998763,63.62478287072945,36.4956981027658,1153604931,123383712009,123
0,1,20.646084675500344,63.62478287072945,36.24365674996666,1153605862,123383712009,123
1,1,20.646084675500344,64.77065603687153,36.56857187565515,1153837172,123383712009,123
0,1,20.362969073595224,64.77065603687153,36.31697765171668,1153960475,123383712009,123
1,1,20.362969073595224,65.85707293178721,36.62028863058684,1154095073,123383712009,123
1,1,20.362969073595224,66.88849330005208,36.90593882355984,1154433461,123383712009,123
0,1,20.0847686809715,66.88849330005208,36.65296598299049,1154479168,123383712009,123
1,1,20.0847686809715,67.8689418020039,36.920617501818214,1154517706,123383712009,123
0,1,19.811370287907284,67.8689418020039,36.66847061288388,1154547279,123383712009,123
1,1,19.811370287907284,68.80205980944905,36.91968422746515,1154594061,123383712009,123
0,1,19.542664082629493,68.80205980944905,36.668454331332896,1154611110,123383712009,123
0,1,19.27854352461183,68.80205980944905,36.41982296249407,1154647817,123383712009,123
1,1,19.27854352461183,69.69114997406007,36.654384022312634,1154700282,123383712009,123
1,1,19.27854352461183,70.53921471826378,36.87673143240853,1154725985,123383712009,123
0,0,20.365678649495717,70.53921471826378,37.902229210693385,1154727502,123383712009,123
0,1,20.092346943143905,70.53921471826378,37.6470234575893,1154728371,123383712009,123
1,1,20.092346943143905,71.34898959401016,37.86249665520773,1154729978,123383712009,123
1,1,20.092346943143905,72.12297229039669,38.06730594393836,1154786274,123383712009,123
1,1,20.092346943143905,72.86344793819096,38.262222562833905,1154907329,123383712009,123
1,1,20.092346943143905,73.57251125128728,38.44794430836612,1154976941,123383712009,123
1,1,20.092346943143905,74.25208595696382,38.625104172020826,1155059727,123383712009,123
1,1,20.092346943143905,74.9039418945081,38.794277773320495,1155126371,123383712009,123
1,1,20.092346943143905,75.529710102239,38.95598978192272,1155134690,123383712009,123
1,1,20.092346943143905,76.13089616371782,39.110719487295064,1155143557,123383712009,123
1,1,20.092346943143905,76.70889204306678,39.25890564640676,1155152462,123383712009,123
1,0,20.092346943143905,74.87740348463254,38.7874047728771,1155158544,123383712009,123
0,1,19.823603099004185,74.87740348463254,38.52713235842175,1155243277,123383712009,123
0,0,20.892389521890927,74.87740348463254,39.55209071577299,1155313372,123383712009,123
0,0,21.943428136411168,74.87740348463254,40.53476190143588,1155313518,123383712009,123
0,1,21.652838548773794,74.87740348463254,40.26547315758428,1155733055,123383712009,123
0,1,21.36702394585621,74.87740348463254,39.99884089895207,1155733077,123383712009,123
0,1,21.085881675919666,74.87740348463254,39.73482188304179,1155767349,123383712009,123
1,1,21.085881675919666,75.46901722607913,39.89148740554866,1155814903,123383712009,123
0,1,20.809311951839067,75.46901722607913,39.62900859416239,1155816004,123383712009,123
1,1,20.809311951839067,76.03897659667005,39.77837081252445,1155820964,123383712009,123
0,1,20.53721775173674,76.03897659667005,39.517452093790496,1155820988,123383712009,123
0,1,20.269504723727916,76.03897659667005,39.259042210854304,1155821208,123383712009,123
0,1,20.00608109458076,76.03897659667005,39.00310157079703,1155821912,123383712009,123
1,1,20.00608109458076,76.58842187505314,39.14376296344382,1155822749,123383712009,123
1,1,20.00608109458076,77.11841470938069,39.27896712696733,1155900792,123383712009,123
1,1,20.00608109458076,77.62994478087161,39.40902143740623,1155905848,123383712009,123
0,1,19.746857582104624,77.62994478087161,39.152872994130554,1155908479,123383712009,123
1,1,19.746857582104624,78.12393580101664,39.277248299952994,1155908644,123383712009,123
1,1,19.746857582104624,78.601250918894,39.397052017513566,1155911554,123383712009,123
1,1,19.746857582104624,79.06269760519594,39.51252750289215,1156265549,123383712009,123
1,1,19.746857582104624,79.50903207110926,39.62390102954508,1156267689,123383712009,123
1,1,19.746857582104624,79.94096327292547,39.73138327225363,1156740571,123383712009,123
0,1,19.491747311090062,79.94096327292547,39.47390347965342,1156757211,123383712009,123
0,1,19.240665732633822,79.94096327292547,39.21883925716206,1156928708,123383712009,123
0,1,18.99353054669079,79.94096327292547,38.96615361895752,1156930073,123383712009,123
0,1,18.75026162770334,79.94096327292547,38.71581041561672,1156943691,123383712009,123
1,1,18.75026162770334,80.35915654699373,38.816944875114814,1157119195,123383712009,123
1,1,18.75026162770334,80.76423691422353,38.914657550895996,1157120278,123383712009,123
0,1,18.510780953166275,80.76423691422353,38.66534751387627,1157120448,123383712009,123
1,1,18.510780953166275,81.15679208866084,38.759200213818374,1157150258,123383712009,123
0,1,18.275012534993117,81.15679208866084,38.51157478888791,1157151962,123383712009,123
0,1,18.042882353556376,81.15679208866084,38.266205088141966,1157171871,123383712009,123
1,1,18.042882353556376,81.53737522060142,38.35582444066473,1157189315,123383712009,123
0,1,17.814318294281,81.53737522060142,38.112107722612436,1157457359,123383712009,123
0,1,17.589250086676497,81.53737522060142,37.87058600241535,1157477050,123383712009,123
0,1,17.36760924569892,81.53737522060142,37.631227348458076,1157539399,123383712009,123
0,1,18.40615272245656,81.53737522060142,38.74002298526209,1157618000,123383712009,123
0,1,18.175412427252517,81.53737522060142,38.49643389809075,1157618175,123383712009,123
1,1,18.175412427252517,81.90650740117204,38.583475122027465,1157641386,123383712009,123
1,1,18.175412427252517,82.26467995223283,38.66774477943812,1157724875,123383712009,123
1,1,18.175412427252517,82.6123565227663,38.749369690209186,1157730128,123383712009,123
0,1,17.948141071575034,82.6123565227663,38.50634011595833,1157836242,123383712009,123
1,1,17.948141071575034,82.94997501056699,38.584943350655315,1157836451,123383712009,123
0,1,17.724272233395887,82.94997501056699,38.34355146358609,1157836489,123383712009,123
1,1,17.724272233395887,83.27794932598334,38.41927959882481,1157836688,123383712009,123
1,1,17.724272233395887,83.59667101265336,38.492728596890906,1157841679,123383712009,123
0,1,17.50374112612693,83.59667101265336,38.252509570111656,1157844125,123383712009,123
0,1,17.286484548546355,83.59667101265336,38.01437309453025,1157860422,123383712009,123
1,0,17.286484548546355,82.01762753586928,37.653637953154465,1157986067,123383712009,123
0,1,17.072440836556797,82.01762753586928,37.41979547860838,1157986144,123383712009,123
0,1,16.861549816697487,82.01762753586928,37.187959241445334,1157999916,123383712009,123
0,1,16.653752761336595,82.01762753586928,36.958101832396096,1158107469,123383712009,123
1,1,16.653752761336595,82.35430091567221,37.03387862866001,1158108501,123383712009,123
1,1,16.653752761336595,82.68181425172578,37.1074452422556,1158108915,123383712009,123
0,1,16.448992345473158,82.68181425172578,36.87861886969834,1158147838,123383712009,123
1,1,16.448992345473158,83.00052047945753,36.949626872769436,1158154705,123383712009,123
0,1,16.247212605081742,83.00052047945753,36.72229707632936,1158155033,123383712009,123
0,1,16.048358896935675,83.00052047945753,36.49687851428933,1158155310,123383712009,123
0,1,15.852377859848197,83.00052047945753,36.27334576799374,1158155368,123383712009,123
0,0,16.87771269881198,83.00052047945753,37.42805015632185,1158158681,123383712009,123
1,1,16.87771269881198,83.31075467108263,37.49793303716541,1158369261,123383712009,123
1,1,16.87771269881198,83.61283515201315,37.565854304525075,1158599217,123383712009,123
0,1,16.67250692421125,83.61283515201315,37.33678578861433,1158609599,123383712009,123
1,1,16.67250692421125,83.90706453456993,37.402421237706754,1158610204,123383712009,123
1,1,16.67250692421125,84.19373067605659,37.466258922819215,1158658901,123383712009,123
1,1,16.67250692421125,84.47310756757506,37.528368880488756,1158659252,123383712009,123
1,1,16.67250692421125,84.74545615935362,37.58881754740715,1158662634,123383712009,123
1,1,16.67250692421125,85.01102512781632,37.647667989900974,1158663220,123383712009,123
0,1,16.47023270716138,85.01102512781632,37.418596533401384,1158676348,123383712009,123
1,1,16.47023270716138,85.27005158913565,37.47555993744083,1158676594,123383712009,123
1,1,16.47023270716138,85.52276176357415,37.53105098455397,1158676669,123383712009,123
0,1,16.270837672148932,85.52276176357415,37.30317645896902,1158713006,123383712009,123
0,1,16.0742706374169,85.52276176357415,37.07716302856815,1158714932,123383712009,123
1,1,16.0742706374169,85.76937159453001,37.13058161962526,1158715109,123383712009,123
1,1,16.0742706374169,86.01008732584866,37.1826494648183,1158753261,123383712009,123
1,1,16.0742706374169,86.24510604064672,37.23341477289015,1158805279,123383712009,123
0,1,15.880481581141586,86.24510604064672,37.00829390747557,1158805945,123383712009,123
0,1,15.689421608755744,86.24510604064672,36.784994635904916,1158885269,123383712009,123
1,1,15.689421608755744,86.4746161646089,36.8339070892822,1158885709,123383712009,123
1,1,15.689421608755744,86.69879793646085,36.88162135532353,1158919480,123383712009,123
1,1,15.689421608755744,86.91782384808856,36.92817872124519,1159098893,123383712009,123
0,1,15.501042921372965,86.91782384808856,36.705815862088606,1159180851,123383712009,123
0,1,15.315298785270162,86.91782384808856,36.485235945502076,1159180898,123383712009,123
1,1,15.315298785270162,87.13185905656498,36.53013078497448,1159180947,123383712009,123
1,1,15.315298785270162,87.34106177015339,36.573958730668416,1159188794,123383712009,123
1,1,15.315298785270162,87.54558361018555,36.61675532213145,1159220014,123383712009,123
0,1,15.132143502387072,87.54558361018555,36.39714733587721,1159276723,123383712009,123
0,1,14.951532381803379,87.54558361018555,36.17928451796089,1159316496,123383712009,123
0,1,14.77342171215589,87.54558361018555,35.96314538121039,1159361160,123383712009,123
1,1,14.77342171215589,87.74556995055528,36.00419848091368,1159362335,123383712009,123
0,1,14.597768734959773,87.74556995055528,35.78951714755931,1159380609,123383712009,123
1,1,14.597768734959773,87.94116023642646,35.8293834640703,1159457285,123383712009,123
0,1,14.42453161879946,87.94116023642646,35.61614867478295,1159469482,123383712009,123
0,1,14.253669434356334,87.94116023642646,35.40457919088694,1159471464,123383712009,123
1,1,14.253669434356334,88.13248828362521,35.443072022922564,1159480856,123383712009,123
1,1,14.253669434356334,88.31968256006842,35.48069277450063,1159482580,123383712009,123
0,1,14.085142130241648,88.31968256006842,35.27031729027098,1159518217,123383712009,123
0,1,13.918910509604574,88.31968256006842,35.061570954397865,1159522715,123383712009,123
0,1,13.754936207486487,88.31968256006842,34.854434430631606,1159522976,123383712009,123
0,1,13.593181668893855,88.31968256006842,34.648888726451915,1159523861,123383712009,123
0,1,13.433610127563261,88.31968256006842,34.44491518500383,1159528182,123383712009,123
0,1,14.448056293826975,88.31968256006842,35.72181050116017,1159541912,123383712009,123
0,1,14.279034253559603,88.31968256006842,35.51224820451005,1159546886,123383712009,123
1,1,14.279034253559603,88.50286645047328,35.54905711245404,1159547552,123383712009,123
1,1,14.279034253559603,88.68215850549574,35.5850471262801,1159548317,123383712009,123
0,1,14.112272795751771,88.68215850549574,35.37664219433006,1159553365,123383712009,123
1,1,14.112272795751771,88.85767267635568,35.41163250690865,1159569484,123383712009,123
0,1,13.947735125261227,88.85767267635568,35.20459177915533,1159569741,123383712009,123
0,1,13.785385200120048,88.85767267635568,34.99910350037191,1159573502,123383712009,123
1,1,13.785385200120048,89.02951853592587,35.03293032560888,1159749522,123383712009,123
0,1,13.625187712403172,89.02951853592587,34.82877979483157,1159750980,123383712009,123
0,1,13.467108069679245,89.02951853592587,34.62614832052253,1159804349,123383712009,123
0,1,13.311112377023157,89.02951853592587,34.42501889765604,1159834640,123383712009,123
0,1,13.157167419570584,89.02951853592587,34.22537480672694,1159837712,123383712009,123
1,1,13.157167419570584,89.19780148718712,34.257705813795276,1159995736,123383712009,123
1,0,13.157167419570584,87.83680881657597,33.995346728640726,1160169422,123383712009,123
0,1,13.005240645595476,87.83680881657597,33.798503460963076,1160169470,123383712009,123
1,1,13.005240645595476,88.02142576589974,33.83400396131005,1160321236,123383712009,123
0,1,12.855300150092319,88.02142576589974,33.638398414010595,1160322922,123383712009,123
0,1,12.707314658845695,88.02142576589974,33.44422153268806,1160405587,123383712009,123
0,1,12.561253512970252,88.02142576589974,33.25145776681916,1160418501,123383712009,123
1,1,12.561253512970252,88.20230389102973,33.28560499079545,1160420166,123383712009,123
0,1,12.41708665390503,88.20230389102973,33.09404252262001,1160448604,123383712009,123
0,1,12.27478460884657,88.20230389102973,32.903864245198,1160491620,123383712009,123
0,1,12.13431847660589,88.20230389102973,32.71505533824037,1160496216,123383712009,123
1,1,12.13431847660589,88.37954676834086,32.7479093577763,1160517043,123383712009,123
0,1,11.995659913875027,88.37954676834086,32.56026698870004,1160517060,123383712009,123
1,1,11.995659913875027,88.55325421229341,32.59224941297536,1160586991,123383712009,123
0,1,11.858781121889333,88.55325421229341,32.40576583471855,1160587004,123383712009,123
0,0,12.863116697454831,88.55325421229341,33.75012359787907,1160587955,123383712009,123
0,1,12.716750513176592,88.55325421229341,33.55755713617485,1160595415,123383712009,123
0,1,12.572249024435797,88.55325421229341,33.366353769645265,1160609506,123383712009,123
0,1,12.42958398233485,88.55325421229341,33.176499365375314,1160667182,123383712009,123
0,1,12.288727668298256,88.55325421229341,32.98798001024705,1160670758,123383712009,123
0,0,13.281379373670632,88.55325421229341,34.29445092090798,1160671543,123383712009,123
0,1,13.131268220962683,88.55325421229341,34.10009579019857,1160684461,123383712009,123
0,1,12.983046721275592,88.55325421229341,33.90709419515627,1160685041,123383712009,123
0,0,13.96400273331177,88.55325421229341,35.164724993437915,1160685735,123383712009,123
0,1,13.80678446423486,88.55325421229341,34.96620789441905,1160695281,123383712009,123
0,1,13.65153172430097,88.55325421229341,34.76906037225067,1160699212,123383712009,123
0,1,13.498215578310557,88.55325421229341,34.57326880002054,1160739570,123383712009,123
0,1,13.346807615255637,88.55325421229341,34.37881975397506,1160752437,123383712009,123
0,1,13.197279936595393,88.55325421229341,34.185700009450315,1160763707,123383712009,123
0,1,13.049605144846707,88.55325421229341,33.99389653690295,1160766464,123383712009,123
0,1,12.903756332479732,88.55325421229341,33.80339649803801,1160767434,123383712009,123
1,1,12.903756332479732,88.723522444847,33.83587910174054,1160779939,123383712009,123
0,1,12.759707071109014,88.723522444847,33.64648802940975,1161003969,123383712009,123
0,1,12.617431400971043,88.723522444847,33.458376501264546,1161005250,123383712009,123
0,0,13.5906612553412,88.723522444847,34.72479429641848,1161006311,123383712009,123
0,1,13.439466250748694,88.723522444847,34.53109881751615,1161007052,123383712009,123
0,1,13.290121279308645,88.723522444847,34.33870081437968,1161012863,123383712009,123
0,1,13.14259999705245,88.723522444847,34.147587994207285,1161015448,123383712009,123
0,1,12.996876517510747,88.723522444847,33.95774823827796,1161016246,123383712009,123
0,0,13.960507792086785,88.723522444847,35.19411067824663,1161016652,123383712009,123
0,1,13.806049835766737,88.723522444847,34.99887673166564,1161022279,123383712009,123
0,1,13.65346313029525,88.723522444847,34.8049327321666,1161026614,123383712009,123
0,1,13.502721442621432,88.723522444847,34.612266741445,1161027342,123383712009,123
0,1,13.35379898614923,88.723522444847,34.42086698605348,1161027534,123383712009,123
0,0,14.30844358397999,88.723522444847,35.62998057077881,1161027588,123383712009,123
0,1,14.150957269976027,88.723522444847,35.433356811891095,1161028590,123383712009,123
0,1,13.995360946189225,88.723522444847,35.238015282262346,1161037481,123383712009,123
0,1,13.841628510902874,88.723522444847,35.04394438216573,1161037933,123383712009,123
0,1,13.689734297986167,88.723522444847,34.851132668126695,1161038799,123383712009,123
0,1,13.53965306797687,88.723522444847,34.65956885006055,1161044869,123383712009,123
0,0,14.486610135032715,88.723522444847,35.85112382430045,1161045004,123383712009,123
0,1,14.32809650232796,88.723522444847,35.654441400984375,1161046336,123383712009,123
0,1,14.171464897663913,88.723522444847,35.45902260249492,1161080555,123383712009,123
0,1,14.016689771737772,88.723522444847,35.264856295825645,1161093950,123383712009,123
0,1,13.863745992006441,88.723522444847,35.071931493595294,1161103799,123383712009,123
